loss,acc,epoch,step,val_loss,val_acc,lr
,,29,11729,,,0.0009680447952607838
,,29,11729,0.9937337636947632,0.7928000092506409,
1.142038106918335,0.7421875,30,11749,,,
1.1060371398925781,0.7265625,30,11799,,,
1.015523076057434,0.7734375,30,11849,,,
1.1203961372375488,0.7265625,30,11899,,,
0.9847273826599121,0.8046875,30,11949,,,
1.1194210052490234,0.75,30,11999,,,
1.0669338703155518,0.7421875,30,12049,,,
1.0825825929641724,0.7578125,30,12099,,,
,,30,12120,,,0.0009652393605146839
,,30,12120,0.9738333821296692,0.8069999814033508,
1.1127939224243164,0.7265625,31,12149,,,
1.0848231315612793,0.78125,31,12199,,,
1.0486321449279785,0.7890625,31,12249,,,
1.086397647857666,0.765625,31,12299,,,
1.06089186668396,0.7578125,31,12349,,,
1.0552585124969482,0.796875,31,12399,,,
1.0845330953598022,0.7578125,31,12449,,,
1.0886116027832031,0.7265625,31,12499,,,
,,31,12511,,,0.0009623203685930864
,,31,12511,0.9682808518409729,0.8116000294685364,
1.0303447246551514,0.7890625,32,12549,,,
1.1943155527114868,0.734375,32,12599,,,
1.059993863105774,0.7578125,32,12649,,,
1.1148014068603516,0.6953125,32,12699,,,
1.0440165996551514,0.7890625,32,12749,,,
1.1524324417114258,0.7421875,32,12799,,,
1.0852336883544922,0.7578125,32,12849,,,
1.133127212524414,0.7265625,32,12899,,,
,,32,12902,,,0.00095928853971357
,,32,12902,0.9637804627418518,0.8080999851226807,
1.0836399793624878,0.765625,33,12949,,,
1.0132302045822144,0.7734375,33,12999,,,
1.0339484214782715,0.765625,33,13049,,,
1.1952135562896729,0.7109375,33,13099,,,
1.128979206085205,0.7265625,33,13149,,,
1.1807810068130493,0.7109375,33,13199,,,
1.1243855953216553,0.7265625,33,13249,,,
,,33,13293,,,0.0009561446219345448
,,33,13293,0.9624780416488647,0.8075000047683716,
1.0815036296844482,0.7421875,34,13299,,,
1.1293442249298096,0.6875,34,13349,,,
1.1059582233428955,0.7265625,34,13399,,,
1.1202504634857178,0.7734375,34,13449,,,
1.1783027648925781,0.7265625,34,13499,,,
0.9864343404769897,0.828125,34,13549,,,
1.0689882040023804,0.7734375,34,13599,,,
1.176460862159729,0.6875,34,13649,,,
,,34,13684,,,0.0009528893909706791
,,34,13684,0.9704482555389404,0.8070999979972839,
1.0582921504974365,0.75,35,13699,,,
0.8697149753570557,0.8359375,35,13749,,,
1.0322695970535278,0.7890625,35,13799,,,
1.1090655326843262,0.75,35,13849,,,
1.0979907512664795,0.75,35,13899,,,
1.1498124599456787,0.71875,35,13949,,,
1.1330630779266357,0.734375,35,13999,,,
1.0089285373687744,0.7265625,35,14049,,,
,,35,14075,,,0.0009495236500015041
,,35,14075,0.9586244225502014,0.8131999969482422,
1.1472270488739014,0.734375,36,14099,,,
1.0504558086395264,0.734375,36,14149,,,
1.0020502805709839,0.7890625,36,14199,,,
1.1840815544128418,0.6796875,36,14249,,,
1.2161391973495483,0.7109375,36,14299,,,
1.0670746564865112,0.7734375,36,14349,,,
1.0958607196807861,0.734375,36,14399,,,
1.0609371662139893,0.7890625,36,14449,,,
,,36,14466,,,0.0009460482294732414
,,36,14466,0.9590457081794739,0.8095999956130981,
1.066880226135254,0.734375,37,14499,,,
1.1635246276855469,0.71875,37,14549,,,
1.128791093826294,0.734375,37,14599,,,
1.1548727750778198,0.75,37,14649,,,
1.1373285055160522,0.7109375,37,14699,,,
1.1370575428009033,0.71875,37,14749,,,
1.0888018608093262,0.7734375,37,14799,,,
1.1305534839630127,0.7421875,37,14849,,,
,,37,14857,,,0.0009424639868939027
,,37,14857,0.9423266649246216,0.8216999769210815,
1.15846848487854,0.703125,38,14899,,,
1.069486379623413,0.7890625,38,14949,,,
1.1531918048858643,0.7265625,38,14999,,,
1.049392580986023,0.7578125,38,15049,,,
1.011702060699463,0.78125,38,15099,,,
0.965224027633667,0.828125,38,15149,,,
1.1603450775146484,0.734375,38,15199,,,
,,38,15248,,,0.0009387718066217117
,,38,15248,0.9413305521011353,0.8162999749183655,
1.1034600734710693,0.71875,39,15249,,,
1.0957382917404175,0.765625,39,15299,,,
1.100271224975586,0.7421875,39,15349,,,
1.159409761428833,0.7265625,39,15399,,,
1.0078496932983398,0.8046875,39,15449,,,
0.9769187569618225,0.8125,39,15499,,,
1.0255941152572632,0.7578125,39,15549,,,
1.1121060848236084,0.75,39,15599,,,
,,39,15639,,,0.000934972599646904
,,39,15639,0.9419636726379395,0.8169999718666077,
1.1555222272872925,0.7265625,40,15649,,,
1.0212538242340088,0.8046875,40,15699,,,
0.9834816455841064,0.8125,40,15749,,,
1.0486302375793457,0.7421875,40,15799,,,
1.2095699310302734,0.671875,40,15849,,,
1.0803903341293335,0.765625,40,15899,,,
1.1608697175979614,0.6953125,40,15949,,,
1.0231190919876099,0.796875,40,15999,,,
,,40,16030,,,0.0009310673033669515
,,40,16030,0.9388210773468018,0.8215000033378601,
0.953747570514679,0.8125,41,16049,,,
1.0512409210205078,0.765625,41,16099,,,
1.0458922386169434,0.7734375,41,16149,,,
0.9488489627838135,0.8046875,41,16199,,,
0.9202953577041626,0.875,41,16249,,,
1.1834129095077515,0.671875,41,16299,,,
1.1066557168960571,0.75,41,16349,,,
1.1278915405273438,0.7421875,41,16399,,,
,,41,16421,,,0.0009270568813552751
,,41,16421,0.9563041925430298,0.8091999888420105,
1.0391534566879272,0.765625,42,16449,,,
1.0128461122512817,0.7734375,42,16499,,,
1.07008695602417,0.7421875,42,16549,,,
1.0549196004867554,0.765625,42,16599,,,
1.0260188579559326,0.78125,42,16649,,,
1.1638680696487427,0.734375,42,16699,,,
1.0958037376403809,0.7421875,42,16749,,,
1.022059440612793,0.7890625,42,16799,,,
,,42,16812,,,0.0009229423231234969
,,42,16812,0.9451385736465454,0.8187000155448914,
1.074263334274292,0.734375,43,16849,,,
0.9476915597915649,0.8203125,43,16899,,,
1.0214991569519043,0.8046875,43,16949,,,
1.2756366729736328,0.6796875,43,16999,,,
0.9913769960403442,0.796875,43,17049,,,
0.9949684143066406,0.78125,43,17099,,,
1.0749784708023071,0.7578125,43,17149,,,
1.0575608015060425,0.765625,43,17199,,,
,,43,17203,,,0.0009187246438772933
,,43,17203,0.927663266658783,0.8237000107765198,
1.0054715871810913,0.7734375,44,17249,,,
1.018530249595642,0.7734375,44,17299,,,
0.9878735542297363,0.796875,44,17349,,,
0.9763399362564087,0.828125,44,17399,,,
1.2725155353546143,0.671875,44,17449,,,
1.0495669841766357,0.765625,44,17499,,,
0.9850886464118958,0.8203125,44,17549,,,
,,44,17594,,,0.0009144048842659075
,,44,17594,0.9062759876251221,0.8364999890327454,
1.0103418827056885,0.78125,45,17599,,,
1.0365934371948242,0.765625,45,17649,,,
1.07649564743042,0.7265625,45,17699,,,
1.042362093925476,0.765625,45,17749,,,
1.0900198221206665,0.765625,45,17799,,,
1.0772931575775146,0.734375,45,17849,,,
1.0024858713150024,0.78125,45,17899,,,
0.8756141662597656,0.8359375,45,17949,,,
,,45,17985,,,0.0009099841101253861
,,45,17985,0.9155909419059753,0.83160001039505,
1.0141685009002686,0.75,46,17999,,,
1.0314867496490479,0.7578125,46,18049,,,
1.024387001991272,0.7734375,46,18099,,,
0.9813666939735413,0.7890625,46,18149,,,
1.0531904697418213,0.75,46,18199,,,
0.9799954891204834,0.7890625,46,18249,,,
1.055281162261963,0.7734375,46,18299,,,
1.0753878355026245,0.7578125,46,18349,,,
,,46,18376,,,0.0009054634122155986
,,46,18376,0.9117303490638733,0.8327000141143799,
1.0807032585144043,0.7578125,47,18399,,,
1.055433750152588,0.7421875,47,18449,,,
0.931908369064331,0.8125,47,18499,,,
1.1278643608093262,0.75,47,18549,,,
0.9690607786178589,0.8046875,47,18599,,,
1.1516071557998657,0.7265625,47,18649,,,
1.02915620803833,0.75,47,18699,,,
1.103663682937622,0.75,47,18749,,,
,,47,18767,,,0.0009008439059511095
,,47,18767,0.9285401105880737,0.8274000287055969,
1.025789499282837,0.796875,48,18799,,,
1.0061498880386353,0.8125,48,18849,,,
0.9337946176528931,0.828125,48,18899,,,
1.0417590141296387,0.7734375,48,18949,,,
1.0071814060211182,0.7890625,48,18999,,,
1.001318097114563,0.796875,48,19049,,,
1.0511448383331299,0.78125,48,19099,,,
1.050959825515747,0.7734375,48,19149,,,
,,48,19158,,,0.0008961267311259662
,,48,19158,0.8992012739181519,0.838699996471405,
0.8757052421569824,0.890625,49,19199,,,
1.0635645389556885,0.71875,49,19249,,,
1.181572675704956,0.734375,49,19299,,,
0.9841353297233582,0.8046875,49,19349,,,
1.0668693780899048,0.734375,49,19399,,,
0.930626392364502,0.828125,49,19449,,,
1.1510803699493408,0.71875,49,19499,,,
0.9179397821426392,0.875,49,19549,,,
,,49,19549,,,0.0008913130516324728
,,49,19549,0.9231929779052734,0.8294000029563904,
1.0184767246246338,0.7734375,50,19599,,,
1.0200735330581665,0.8046875,50,19649,,,
0.9951038956642151,0.8046875,50,19699,,,
0.9707522392272949,0.8203125,50,19749,,,
0.9838249683380127,0.765625,50,19799,,,
1.0187128782272339,0.7734375,50,19849,,,
1.048624873161316,0.75,50,19899,,,
,,50,19940,,,0.0008864040551740152
,,50,19940,0.9158072471618652,0.8346999883651733,
1.1152465343475342,0.7265625,51,19949,,,
0.9656263589859009,0.8125,51,19999,,,
0.9623653292655945,0.8203125,51,20049,,,
0.9507614374160767,0.828125,51,20099,,,
0.9916189908981323,0.8046875,51,20149,,,
1.032455325126648,0.765625,51,20199,,,
0.9959016442298889,0.7734375,51,20249,,,
0.9252245426177979,0.8125,51,20299,,,
,,51,20331,,,0.000881400952972015
,,51,20331,0.9015244245529175,0.8356000185012817,
1.1068735122680664,0.703125,52,20349,,,
1.1147211790084839,0.7265625,52,20399,,,
1.0895392894744873,0.78125,52,20449,,,
1.0398820638656616,0.7578125,52,20499,,,
1.0254679918289185,0.8046875,52,20549,,,
1.0631742477416992,0.7578125,52,20599,,,
1.0044827461242676,0.7890625,52,20649,,,
1.0080968141555786,0.78125,52,20699,,,
,,52,20722,,,0.0008763049794670771
,,52,20722,0.897383987903595,0.8379999995231628,
0.9383443593978882,0.8125,53,20749,,,
1.0158326625823975,0.78125,53,20799,,,
1.0236088037490845,0.7578125,53,20849,,,
0.9264718294143677,0.828125,53,20899,,,
1.0057076215744019,0.7890625,53,20949,,,
0.9997944235801697,0.765625,53,20999,,,
0.9703382849693298,0.8203125,53,21049,,,
1.0649518966674805,0.7734375,53,21099,,,
,,53,21113,,,0.0008711173920144113
,,53,21113,0.8915820121765137,0.8446000218391418,
1.1387391090393066,0.7578125,54,21149,,,
0.9901207685470581,0.8046875,54,21199,,,
1.1076159477233887,0.734375,54,21249,,,
1.106997013092041,0.7421875,54,21299,,,
1.0790846347808838,0.765625,54,21349,,,
0.9879717826843262,0.8359375,54,21399,,,
0.9689419269561768,0.7734375,54,21449,,,
1.0134179592132568,0.8046875,54,21499,,,
,,54,21504,,,0.0008658394705735983
,,54,21504,0.8940261602401733,0.8389999866485596,
0.9947342872619629,0.8046875,55,21549,,,
0.8601332902908325,0.84375,55,21599,,,
0.9951952695846558,0.8046875,55,21649,,,
0.9932265281677246,0.8046875,55,21699,,,
0.9817194938659668,0.7890625,55,21749,,,
0.9978307485580444,0.8046875,55,21799,,,
0.8779336214065552,0.84375,55,21849,,,
,,55,21895,,,0.0008604725173927781
,,55,21895,0.8941818475723267,0.838100016117096,
0.9034048914909363,0.8359375,56,21899,,,
0.9704727530479431,0.7890625,56,21949,,,
1.0968692302703857,0.7578125,56,21999,,,
0.9955068826675415,0.796875,56,22049,,,
1.0370702743530273,0.8046875,56,22099,,,
0.9911700487136841,0.828125,56,22149,,,
0.8974844813346863,0.8359375,56,22199,,,
1.1022708415985107,0.734375,56,22249,,,
,,56,22286,,,0.0008550178566873405
,,56,22286,0.8878524303436279,0.8449000120162964,
1.0829033851623535,0.765625,57,22299,,,
1.0660712718963623,0.7578125,57,22349,,,
0.9628583788871765,0.828125,57,22399,,,
1.035826325416565,0.78125,57,22449,,,
0.9631815552711487,0.8203125,57,22499,,,
0.9647536277770996,0.8125,57,22549,,,
0.8998327255249023,0.859375,57,22599,,,
0.9397141337394714,0.8046875,57,22649,,,
,,57,22677,,,0.0008494768343131951
,,57,22677,0.88031005859375,0.8453999757766724,
1.1055278778076172,0.75,58,22699,,,
1.004085898399353,0.78125,58,22749,,,
0.8799492120742798,0.8125,58,22799,,,
0.9417339563369751,0.8046875,58,22849,,,
1.0491893291473389,0.7578125,58,22899,,,
1.0412291288375854,0.734375,58,22949,,,
0.9378572702407837,0.828125,58,22999,,,
1.0238977670669556,0.7890625,58,23049,,,
,,58,23068,,,0.0008438508174347005
,,58,23068,0.8947062492370605,0.8378999829292297,
1.0390563011169434,0.734375,59,23099,,,
0.8636977672576904,0.8671875,59,23149,,,
0.9729169011116028,0.8046875,59,23199,,,
0.9561848044395447,0.8046875,59,23249,,,
1.0439889430999756,0.78125,59,23299,,,
1.0832931995391846,0.765625,59,23349,,,
1.0388952493667603,0.8203125,59,23399,,,
1.119769811630249,0.7421875,59,23449,,,
,,59,23459,,,0.0008381411941873374
,,59,23459,0.8833308815956116,0.84579998254776,
0.9833478331565857,0.7734375,60,23499,,,
1.0069878101348877,0.7890625,60,23549,,,
0.9503751397132874,0.796875,60,23599,,,
1.0215511322021484,0.8125,60,23649,,,
0.984997034072876,0.7890625,60,23699,,,
0.9083784818649292,0.8203125,60,23749,,,
0.9446082711219788,0.796875,60,23799,,,
0.9884665012359619,0.7890625,60,23849,,,
,,60,23850,,,0.0008323493733352073
,,60,23850,0.8864790797233582,0.8421000242233276,
0.8992697596549988,0.84375,61,23899,,,
1.1194074153900146,0.7265625,61,23949,,,
1.0019060373306274,0.78125,61,23999,,,
0.971569299697876,0.828125,61,24049,,,
0.9749605655670166,0.8125,61,24099,,,
0.9275525808334351,0.8203125,61,24149,,,
1.0133837461471558,0.7890625,61,24199,,,
,,61,24241,,,0.0008264767839234405
,,61,24241,0.8632867932319641,0.8554999828338623,
0.9307861924171448,0.8046875,62,24249,,,
0.9497281908988953,0.8203125,62,24299,,,
0.9685993194580078,0.796875,62,24349,,,
0.8815914392471313,0.875,62,24399,,,
0.9079272747039795,0.84375,62,24449,,,
0.9708962440490723,0.7890625,62,24499,,,
0.9994246363639832,0.8203125,62,24549,,,
0.9579522013664246,0.7734375,62,24599,,,
,,62,24632,,,0.000820524874925601
,,62,24632,0.8701595664024353,0.8500999808311462,
1.0440194606781006,0.765625,63,24649,,,
0.9557185769081116,0.8203125,63,24699,,,
0.9872834086418152,0.78125,63,24749,,,
1.130849838256836,0.7421875,63,24799,,,
1.024724006652832,0.8046875,63,24849,,,
0.9369809031486511,0.84375,63,24899,,,
0.9608941078186035,0.8203125,63,24949,,,
0.9224609136581421,0.8203125,63,24999,,,
,,63,25023,,,0.0008144951148861737
,,63,25023,0.8731986284255981,0.8479999899864197,
0.9207173585891724,0.8125,64,25049,,,
1.1728332042694092,0.71875,64,25099,,,
